judet,localitate,total_active,asociatii_active,fundatii_active,federatii_active,uniuni_active,persoane_juridice_straine_active
SUCEAVA,COMUNA SARU DORNEI,4,4,0,0,0,0
SUCEAVA,COMUNA SCHEIA,4,4,0,0,0,0
SUCEAVA,COMUNA VAMA,4,4,0,0,0,0
SUCEAVA,MUN. RADAUTI,4,4,0,0,0,0
SUCEAVA,ORAS DOLHASCA,4,4,0,0,0,0
SUCEAVA,PARHAUTI,4,4,0,0,0,0
SUCEAVA,PATRAUTI,4,4,0,0,0,0
SUCEAVA,PLOPENI,4,4,0,0,0,0
SUCEAVA,POIENI SOLCA,4,4,0,0,0,0
SUCEAVA,POJORITA,4,3,1,0,0,0
SUCEAVA,"SAT SCHEIA, COM.SCHEIA",4,4,0,0,0,0
SUCEAVA,STROIESTI,4,4,0,0,0,0
SUCEAVA,TISAUTI,4,4,0,0,0,0
SUCEAVA,UDESTI,4,4,0,0,0,0
TELEORMAN,COM. NANOV,4,4,0,0,0,0
TELEORMAN,COM. OLTENI,4,3,1,0,0,0
TELEORMAN,COM. PIATRA,4,4,0,0,0,0
TELEORMAN,COM. POROSCHIA,4,3,1,0,0,0
TELEORMAN,COMUNA TROIANUL,4,4,0,0,0,0
TELEORMAN,DRAGANESTI VLASCA,4,4,0,0,0,0
TELEORMAN,PLOSCA,4,4,0,0,0,0
TIMIS,ARAD,4,3,1,0,0,0
TIMIS,BELINŢ,4,4,0,0,0,0
TIMIS,COM. GHIRODA,4,3,1,0,0,0
TIMIS,DENTA,4,4,0,0,0,0
TIMIS,GATAIA,4,4,0,0,0,0
TIMIS,GIARMATA VII,4,4,0,0,0,0
TIMIS,Jimbolia,4,4,0,0,0,0
TIMIS,LOC. SÂNANDREI,4,4,0,0,0,0
TIMIS,RECAS,4,3,1,0,0,0
TIMIS,SACALAZ,4,3,1,0,0,0
TIMIS,"SAT BEREGSĂU MARE, COM. SĂCĂLAZ",4,4,0,0,0,0
TIMIS,"SAT CHIŞODA, COMUNA GIROC",4,4,0,0,0,0
TIMIS,SAT GIROC,4,4,0,0,0,0
TIMIS,"SAT ŞAG, COMUNA ŞAG",4,4,0,0,0,0
TIMIS,SINNICOLAU MARE,4,4,0,0,0,0
TIMIS,TIMISOAREA,4,4,0,0,0,0
TIMIS,TOMNATIC,4,4,0,0,0,0
TULCEA,CEAMURLIA DE JOS,4,4,0,0,0,0
TULCEA,CERNA,4,4,0,0,0,0
TULCEA,CIUCUROVA,4,4,0,0,0,0
TULCEA,COM. CERNA,4,4,0,0,0,0
TULCEA,COM. TURCOAIA,4,4,0,0,0,0
TULCEA,COMUNA BAIA,4,4,0,0,0,0
TULCEA,COMUNA CRIŞAN,4,4,0,0,0,0
TULCEA,FRECĂŢEI,4,4,0,0,0,0
TULCEA,JIJILA,4,4,0,0,0,0
TULCEA,LUNCAVITA,4,4,0,0,0,0
TULCEA,MĂCIN,4,4,0,0,0,0
TULCEA,NICULIŢEL,4,4,0,0,0,0
TULCEA,SAT AGIGHIOL,4,4,0,0,0,0
TULCEA,SAT MINERI,4,4,0,0,0,0
TULCEA,"TULCEA,",4,4,0,0,0,0
VALCEA,BĂILE OLĂNEŞTI,4,4,0,0,0,0
VALCEA,COMUNA CIINENI,4,4,0,0,0,0
VALCEA,COMUNA MIHAESTI,4,4,0,0,0,0
VALCEA,COMUNA MILCOIU,4,3,1,0,0,0
VALCEA,COMUNA OLANU,4,4,0,0,0,0
VALCEA,COMUNA PIETRARI,4,4,0,0,0,0
VALCEA,COMUNA POPESTI,4,4,0,0,0,0
VALCEA,COMUNA RACOVITA,4,4,0,0,0,0
VALCEA,COMUNA VLĂDEŞTI,4,4,0,0,0,0
VALCEA,COMUNA VOICESTI,4,4,0,0,0,0
VALCEA,OCNELE MARI,4,4,0,0,0,0
VALCEA,"RM. VÂLCEA,",4,4,0,0,0,0
VALCEA,RM.VALCEA,4,4,0,0,0,0
VALCEA,SIBIU,4,3,1,0,0,0
VALCEA,VOINEASA,4,4,0,0,0,0
VASLUI,"BÂRLAD,",4,4,0,0,0,0
VASLUI,CODAESTI,4,4,0,0,0,0
VASLUI,COMUNA PERIENI,4,3,1,0,0,0
VASLUI,OSESTI,4,4,0,0,0,0
VASLUI,PERIENI,4,4,0,0,0,0
VASLUI,PUSCASI,4,4,0,0,0,0
VASLUI,SOLESTI,4,4,0,0,0,0
VASLUI,VULTURESTI,4,4,0,0,0,0
VASLUI,ZORLENI,4,4,0,0,0,0
VRANCEA,COM. GOLESTI,4,2,2,0,0,0
VRANCEA,COM.SURAIA,4,4,0,0,0,0
VRANCEA,MOVILITA,4,4,0,0,0,0
VRANCEA,RACOASA,4,4,0,0,0,0
VRANCEA,SURAIA,4,2,2,0,0,0
ALBA,ALBA IULIA (MICESTI),3,3,0,0,0,0
ALBA,ALBA IULIA (PÂCLISA),3,3,0,0,0,0
ALBA,ALBA-IULIA,3,2,0,1,0,0
ALBA,BERGHIN,3,3,0,0,0,0
ALBA,BIIA,3,2,1,0,0,0
ALBA,BUCIUM,3,3,0,0,0,0
ALBA,COM.GALDA DE JOS,3,3,0,0,0,0
ALBA,COM.METES,3,3,0,0,0,0
ALBA,COM.MIRASLAU,3,3,0,0,0,0
ALBA,FARAU,3,3,0,0,0,0
ALBA,GIRBOVA,3,3,0,0,0,0
ALBA,MUNICIPIUL BLAJ,3,3,0,0,0,0
ALBA,OIEJDEA,3,3,0,0,0,0
ALBA,PIANU DE JOS,3,3,0,0,0,0
ALBA,PIANU DE SUS,3,3,0,0,0,0
ALBA,"PIANU, SAT PIANU DE SUS",3,3,0,0,0,0
ALBA,POIANA VADULUI,3,3,0,0,0,0
ALBA,POSAGA,3,3,0,0,0,0
ALBA,SANTIMBRU,3,3,0,0,0,0
ALBA,SARD,3,2,1,0,0,0
ALBA,"SAT RIMETEA, COMUNA RIMETEA",3,3,0,0,0,0
ALBA,SCARISOARA,3,3,0,0,0,0
ALBA,"SEBEŞ, LOC. PETREŞTI",3,3,0,0,0,0
ALBA,TARTARIA,3,3,0,0,0,0
ALBA,TOTOI,3,3,0,0,0,0
ALBA,VADU MOTILOR,3,3,0,0,0,0
ALBA,VADUL MOTILOR,3,2,1,0,0,0
ARAD,AGRIªU MARE,3,3,0,0,0,0
ARAD,ARCHIª,3,2,1,0,0,0
ARAD,BARZAVA,3,3,0,0,0,0
ARAD,BÂRZAVA,3,3,0,0,0,0
ARAD,CIL,3,3,0,0,0,0
ARAD,CUIED,3,3,0,0,0,0
ARAD,CÃRAND,3,3,0,0,0,0
ARAD,FIRITEAZ,3,3,0,0,0,0
ARAD,GURAHONT,3,2,1,0,0,0
ARAD,HONTISOR,3,3,0,0,0,0
ARAD,HÃLMÃGEL,3,3,0,0,0,0
ARAD,NÃDAB,3,3,0,0,0,0
ARAD,OBÂRªIA,3,3,0,0,0,0
ARAD,"OBÂRªIA, NR. 21, COM. PETRIª, JUD. ARAD",3,3,0,0,0,0
ARAD,PECICA II,3,3,0,0,0,0
ARAD,PESCARI,3,3,0,0,0,0
ARAD,PETRIª,3,3,0,0,0,0
ARAD,ROSTOCI,3,3,0,0,0,0
ARAD,RÃPSIG,3,3,0,0,0,0
ARAD,"SAT HORIA, COM. VLADIMIRESCU",3,3,0,0,0,0
ARAD,SICULA,3,3,0,0,0,0
ARAD,SINTANA,3,3,0,0,0,0
ARAD,SINTEA MARE,3,3,0,0,0,0
ARAD,VÎRFURILE,3,3,0,0,0,0
ARAD,ZARAND,3,3,0,0,0,0
ARAD,ZIMAND CUZ,3,3,0,0,0,0
ARAD,ZÃRAND,3,3,0,0,0,0
ARAD,ªEPREUº,3,3,0,0,0,0
ARGES,ALBEŞTII DE ARGEŞ,3,3,0,0,0,0
ARGES,ANINOASA,3,3,0,0,0,0
ARGES,AREFU,3,3,0,0,0,0
ARGES,BOTENI,3,3,0,0,0,0
ARGES,BUGHEA DE JOS,3,3,0,0,0,0
ARGES,BUGHEA DE SUS,3,3,0,0,0,0
ARGES,BUZOEŞTI,3,3,0,0,0,0
ARGES,BÎRLA,3,3,0,0,0,0
ARGES,CALINESTI,3,2,1,0,0,0
ARGES,COMUNA MUŞĂTEŞTI,3,3,0,0,0,0
ARGES,COMUNA PIETROŞANI,3,3,0,0,0,0
ARGES,COMUNA POIENARII DE MUSCEL,3,3,0,0,0,0
ARGES,"COMUNA RUCĂR, SAT RUCĂR",3,3,0,0,0,0
ARGES,COMUNA SCHITU GOLEŞTI,3,3,0,0,0,0
ARGES,COMUNA SĂLĂTRUCU,3,3,0,0,0,0
ARGES,LERESTI,3,3,0,0,0,0
ARGES,MOZĂCENI,3,3,0,0,0,0
ARGES,MUNICIPIUL PITEŞTI,3,2,1,0,0,0
ARGES,MUŞĂTEŞTI,3,3,0,0,0,0
ARGES,NEGRAŞI,3,3,0,0,0,0
ARGES,NUCŞOARA,3,3,0,0,0,0
ARGES,RĂDEŞTI,3,3,0,0,0,0
ARGES,SCHITU GOLEŞTI,3,3,0,0,0,0
ARGES,STOLNICI,3,3,0,0,0,0
ARGES,STÎLPENI,3,3,0,0,0,0
ARGES,SUSENI,3,3,0,0,0,0
ARGES,TIGVENI,3,3,0,0,0,0
BACAU,B AC ĂU,3,3,0,0,0,0
BACAU,COM AGĂŞ,3,3,0,0,0,0
BACAU,"COM. DOFTEANA, SAT DOFTEANA",3,3,0,0,0,0
BACAU,COM.BERESTI BISTRITA,3,3,0,0,0,0
BACAU,COMUNA DOFTEANA,3,3,0,0,0,0
BACAU,COMUNA SASCUT,3,2,1,0,0,0
BACAU,GHIMES FAGET,3,2,1,0,0,0
BACAU,HEMEIUŞI,3,3,0,0,0,0
BACAU,MUNICIPIUL BACAU,3,2,1,0,0,0
BACAU,NICOLAE BĂLCESCU,3,2,1,0,0,0
BACAU,PARINCEA,3,3,0,0,0,0
BACAU,TÂRGU OCNA,3,3,0,0,0,0
BIHOR,AŞTILEU,3,3,0,0,0,0
BIHOR,BATAR,3,1,2,0,0,0
BIHOR,BUCURESTI,3,1,0,2,0,0
BIHOR,BUDUSLĂU,3,3,0,0,0,0
BIHOR,BULZ,3,3,0,0,0,0
BIHOR,BUNTEŞTI,3,3,0,0,0,0
BIHOR,CHIŞLAZ,3,3,0,0,0,0
BIHOR,"COMUNA CHERECHIU, SAT. CHEŞEREU",3,3,0,0,0,0
BIHOR,CORDĂU,3,3,0,0,0,0
BIHOR,DOBREŞTI,3,3,0,0,0,0
BIHOR,FUGHIU,3,2,1,0,0,0
BIHOR,GIRIŞU DE CRIŞ,3,3,0,0,0,0
BIHOR,"HAIEU, COMUNA SÂNMARTIN",3,2,1,0,0,0
BIHOR,LUGAŞU DE JOS,3,3,0,0,0,0
BIHOR,MIERSIG,3,3,0,0,0,0
BIHOR,MUNICIPIUL MARGHITA,3,3,0,0,0,0
BIHOR,ORTITEAG,3,3,0,0,0,0
BIHOR,OSORHEI,3,0,3,0,0,0
BIHOR,PETID,3,3,0,0,0,0
BIHOR,PIETROASA,3,1,2,0,0,0
BIHOR,POPESTI,3,2,1,0,0,0
BIHOR,RIENI NR. 151,3,3,0,0,0,0
BIHOR,SALACEA,3,0,3,0,0,0
BIHOR,TĂRCAIA,3,3,0,0,0,0
BIHOR,TĂRIAN,3,3,0,0,0,0
BIHOR,TĂŞAD,3,3,0,0,0,0
BIHOR,URVIND,3,3,0,0,0,0
BIHOR,VADU CRIŞULUI,3,3,0,0,0,0
BIHOR,VASCAU,3,1,2,0,0,0
BIHOR,VAŞCĂU,3,2,1,0,0,0
BIHOR,ŞUNCUIUŞ,3,3,0,0,0,0
BISTRITA NASAUD,BUDACU DE SUS,3,2,1,0,0,0
BISTRITA NASAUD,Bistrita,3,3,0,0,0,0
BISTRITA NASAUD,CETATE,3,0,3,0,0,0
BISTRITA NASAUD,CHIUZA,3,3,0,0,0,0
BISTRITA NASAUD,DIPSA,3,2,1,0,0,0
BISTRITA NASAUD,HERINA,3,3,0,0,0,0
BISTRITA NASAUD,JOSENII BÎRGAULUI,3,3,0,0,0,0
BISTRITA NASAUD,MALIN,3,3,0,0,0,0
BISTRITA NASAUD,MATEI,3,2,1,0,0,0
BISTRITA NASAUD,MOCOD,3,3,0,0,0,0
BISTRITA NASAUD,Modificat sediul,3,3,0,0,0,0
BISTRITA NASAUD,NEPOS,3,3,0,0,0,0
BISTRITA NASAUD,NIMIGEA,3,1,2,0,0,0
BISTRITA NASAUD,NUSENI,3,1,2,0,0,0
BISTRITA NASAUD,ORHEIUL BISTRITEI,3,1,2,0,0,0
BISTRITA NASAUD,SIEU,3,3,0,0,0,0
BISTRITA NASAUD,SIEUT,3,2,1,0,0,0
BISTRITA NASAUD,SÎNGEORZ-BAI,3,3,0,0,0,0
BISTRITA NASAUD,VIISOARA,3,2,1,0,0,0
BISTRITA NASAUD,VITA,3,3,0,0,0,0
BOTOSANI,ALBEŞTI,3,3,0,0,0,0
BOTOSANI,COM. ROMA,3,3,0,0,0,0
BOTOSANI,COMUNA MIHĂILENI,3,3,0,0,0,0
BOTOSANI,COMUNA POMÂRLA,3,3,0,0,0,0
BOTOSANI,"CĂTĂMĂRĂŞTI DEAL, COM. MIHAI EMINESCU",3,3,0,0,0,0
BOTOSANI,HAVÂRNA,3,3,0,0,0,0
BOTOSANI,LEORDA,3,3,0,0,0,0
BOTOSANI,PĂLTINIŞ,3,3,0,0,0,0
BOTOSANI,SAT PLOPENII MARI COMUNA UNGURENI,3,3,0,0,0,0
BOTOSANI,VIIŞOARA,3,3,0,0,0,0
BOTOSANI,ŞENDRICENI,3,3,0,0,0,0
BRAILA,BORDEI VERDE,3,3,0,0,0,0
BRAILA,"CHISCANI, SAT VARSATURA",3,3,0,0,0,0
BRAILA,COMUNA ROMANU,3,3,0,0,0,0
BRAILA,FÃUREI,3,3,0,0,0,0
BRAILA,MAXINENI,3,3,0,0,0,0
BRAILA,ROMANU,3,3,0,0,0,0
BRAILA,STANCUTA,3,3,0,0,0,0
BRAILA,ULMU,3,3,0,0,0,0
BRAILA,URLEASCA,3,3,0,0,0,0
BRASOV,"BUCURESTI, SECTOR 3",3,3,0,0,0,0
BRASOV,CINCSOR,3,3,0,0,0,0
BRASOV,COM. CRISTIAN,3,3,0,0,0,0
BRASOV,COM. TARLUNGENI,3,3,0,0,0,0
BRASOV,COM.BOD,3,3,0,0,0,0
BRASOV,COMUNA PREJMER,3,3,0,0,0,0
BRASOV,COMUNA SANPETRU,3,3,0,0,0,0
BRASOV,COMUNA SERCAIA,3,3,0,0,0,0
BRASOV,CRIŢ,3,2,1,0,0,0
BRASOV,CUCIULATA,3,3,0,0,0,0
BRASOV,Codlea,3,3,0,0,0,0
BRASOV,DACIA,3,3,0,0,0,0
BRASOV,DUMBRAVITA,3,3,0,0,0,0
BRASOV,HOGHIZ,3,3,0,0,0,0
BRASOV,LOC.CRISTIAN,3,3,0,0,0,0
BRASOV,LUDISOR,3,3,0,0,0,0
BRASOV,MOIECIU,3,3,0,0,0,0
BRASOV,MĂIERUŞ,3,3,0,0,0,0
BRASOV,ORAS VICTORIA,3,3,0,0,0,0
BRASOV,ORAŞ VICTORIA,3,3,0,0,0,0
BRASOV,ORMENIŞ,3,3,0,0,0,0
BRASOV,PERSANI,3,3,0,0,0,0
BRASOV,UCEA DE JOS,3,3,0,0,0,0
BRASOV,UCEA DE SUS,3,3,0,0,0,0
BRASOV,VISTEA DE JOS,3,3,0,0,0,0
BRASOV,ŞERCAIA,3,3,0,0,0,0
BRASOV,ŞOARŞ,3,3,0,0,0,0
BUCURESTI,BISTRITA,3,1,2,0,0,0
BUCURESTI,"BUCURESTI , SECTOR 3",3,3,0,0,0,0
BUCURESTI,"BUCURESTI,",3,3,0,0,0,0
BUCURESTI,BUCUREªTI,3,2,0,1,0,0
BUCURESTI,"BUCUREŞTI, sector 1",3,3,0,0,0,0
BUCURESTI,"BUCUREŞTI, sector 2",3,3,0,0,0,0
BUCURESTI,"Bucuresti, Sector 5",3,3,0,0,0,0
BUCURESTI,"Bucuresti,sector 3",3,2,1,0,0,0
BUCURESTI,CONSTANTA,3,3,0,0,0,0
BUCURESTI,CONSTANŢA,3,1,2,0,0,0
BUCURESTI,ILFOV,3,2,1,0,0,0
BUCURESTI,MAGURELE,3,3,0,0,0,0
BUCURESTI,SECTOR 2 BUCURESTI,3,3,0,0,0,0
BUCURESTI,SECTOR 6 BUCURESTI,3,3,0,0,0,0
BUCURESTI,SIBIU,3,3,0,0,0,0
BUCURESTI,TIMIŞOARA,3,2,0,1,0,0
BUCURESTI,bUCURESTI,3,3,0,0,0,0
BUCURESTI,bucuresti,3,2,1,0,0,0
BUCURESTI,"bucuresti, sector 2",3,3,0,0,0,0
BUCURESTI,"bucuresti, sector 4",3,3,0,0,0,0
BUCURESTI,"sector 1, Bucureşti",3,3,0,0,0,0
BUCURESTI,sector 4 bucuresti,3,3,0,0,0,0
BUZAU,BZUAU,3,1,2,0,0,0
BUZAU,C.A.ROSETTI,3,3,0,0,0,0
BUZAU,COM. MARACINENI,3,3,0,0,0,0
BUZAU,COM. TISAU,3,3,0,0,0,0
BUZAU,COMUNA MARACINENI,3,3,0,0,0,0
BUZAU,MUN. BUZĂU,3,1,2,0,0,0
BUZAU,PADINA,3,3,0,0,0,0
BUZAU,PATÂRLAGELE,3,3,0,0,0,0
BUZAU,PÃNÃTÃU,3,3,0,0,0,0
BUZAU,UNGURIU,3,3,0,0,0,0
CALARASI,BELCIUGATELE,3,2,1,0,0,0
CALARASI,Călăraşi,3,3,0,0,0,0
CALARASI,FRUMUŞANI,3,3,0,0,0,0
CALARASI,MANASTIREA,3,3,0,0,0,0
CALARASI,MÂNÃSTIREA,3,3,0,0,0,0
CALARASI,"STR.BUCURESTI, NR.129, COMPLEX I, ET.2",3,3,0,0,0,0
CALARASI,ULMU,3,3,0,0,0,0
CARAS-SEVERIN,Anina,3,3,0,0,0,0
CARAS-SEVERIN,BANIA,3,3,0,0,0,0
CARAS-SEVERIN,BERZOVIA,3,3,0,0,0,0
CARAS-SEVERIN,BREBU,3,3,0,0,0,0
CARAS-SEVERIN,BREBU NOU,3,2,1,0,0,0
CARAS-SEVERIN,CIUCHICI,3,2,1,0,0,0
CARAS-SEVERIN,COM.TEREGOVA,3,2,1,0,0,0
CARAS-SEVERIN,CORNEREVA,3,2,1,0,0,0
CARAS-SEVERIN,DALBOSET,3,3,0,0,0,0
CARAS-SEVERIN,DOCLIN,3,3,0,0,0,0
CARAS-SEVERIN,IABLANITA,3,3,0,0,0,0
CARAS-SEVERIN,MARGA,3,3,0,0,0,0
CARAS-SEVERIN,POJEJENA,3,3,0,0,0,0
CARAS-SEVERIN,RACASDIA,3,3,0,0,0,0
CARAS-SEVERIN,RUSCA MONTANA,3,3,0,0,0,0
CARAS-SEVERIN,TURNU RUIENI,3,2,1,0,0,0
CARAS-SEVERIN,ZAGUJENI,3,2,1,0,0,0
CLUJ,AITON,3,3,0,0,0,0
CLUJ,"Bucureşti, sector 5",3,2,1,0,0,0
CLUJ,BĂLCEŞTI,3,3,0,0,0,0
CLUJ,CAIANU,3,2,1,0,0,0
CLUJ,CLUJ,3,3,0,0,0,0
CLUJ,COM. BONTIDA,3,3,0,0,0,0
CLUJ,COM. MIHAI VITEAZU,3,3,0,0,0,0
CLUJ,COM.APAHIDA SAT DEZMIR,3,3,0,0,0,0
CLUJ,COM.BACIU SAT POPESTI,3,3,0,0,0,0
CLUJ,COMUNA CĂLĂRAŞI,3,3,0,0,0,0
CLUJ,COMUNA SĂNDULEŞTI,3,3,0,0,0,0
CLUJ,DUMBRAVA,3,3,0,0,0,0
CLUJ,GARBAU,3,2,1,0,0,0
CLUJ,GÎRBAU,3,3,0,0,0,0
CLUJ,MIERCUREA CIUC,3,3,0,0,0,0
CLUJ,ROGOJEL,3,3,0,0,0,0
CLUJ,SANCRAIU,3,3,0,0,0,0
CLUJ,SANMARTIN,3,3,0,0,0,0
CLUJ,SUCEAGU,3,3,0,0,0,0
CLUJ,SÂNCRAIU,3,3,0,0,0,0
CLUJ,SÂNNICOARA,3,3,0,0,0,0
CLUJ,SÎNPAUL,3,3,0,0,0,0
CLUJ,VISEA,3,3,0,0,0,0
CONSTANTA,BUCUREŞTI,3,2,1,0,0,0
CONSTANTA,BĂNEASA,3,3,0,0,0,0
CONSTANTA,C-ŢA,3,2,1,0,0,0
CONSTANTA,COMUNA COBADIN,3,2,1,0,0,0
CONSTANTA,COMUNA INDEPENDENTA,3,2,1,0,0,0
CONSTANTA,"COMUNA LIMANU, SAT VAMA VECHE",3,3,0,0,0,0
CONSTANTA,COMUNA OSTROV,3,3,0,0,0,0
CONSTANTA,"CONSTANTA,",3,3,0,0,0,0
CONSTANTA,COSTINEŞTI,3,3,0,0,0,0
CONSTANTA,CTA,3,2,1,0,0,0
CONSTANTA,EFORIE-SUD,3,3,0,0,0,0
CONSTANTA,HÎRŞOVA,3,3,0,0,0,0
CONSTANTA,M. KOGALNICEANU,3,3,0,0,0,0
CONSTANTA,M. KOGĂLNICEANU,3,3,0,0,0,0
CONSTANTA,"MANGALIA,",3,3,0,0,0,0
CONSTANTA,Mangalia,3,3,0,0,0,0
CONSTANTA,Năvodari,3,1,2,0,0,0
CONSTANTA,OSTROV,3,2,0,1,0,0
CONSTANTA,POARTA ALBA,3,2,1,0,0,0
CONSTANTA,POIANA,3,3,0,0,0,0
CONSTANTA,SĂCELE,3,3,0,0,0,0
CONSTANTA,Techirghiol,3,3,0,0,0,0
COVASNA,ARCUS,3,3,0,0,0,0
COVASNA,BRADUT,3,3,0,0,0,0
COVASNA,BRATEŞ,3,3,0,0,0,0
COVASNA,COM. ARCUS,3,3,0,0,0,0
COVASNA,COM. BOROSNEU MARE,3,3,0,0,0,0
COVASNA,COM. GHIDFALAU,3,2,1,0,0,0
COVASNA,COM.MOACSA,3,3,0,0,0,0
COVASNA,COM.VALEA CRISULUI,3,3,0,0,0,0
COVASNA,DOBARLAU,3,3,0,0,0,0
COVASNA,DOBOSENI,3,3,0,0,0,0
COVASNA,GHELINTA,3,3,0,0,0,0
COVASNA,HAGHIG,3,3,0,0,0,0
COVASNA,ILIENI,3,2,1,0,0,0
COVASNA,LEMNIA,3,2,1,0,0,0
COVASNA,MUN.TG.SECUIESC,3,3,0,0,0,0
COVASNA,Moacşa,3,3,0,0,0,0
COVASNA,OJDULA,3,3,0,0,0,0
COVASNA,POIAN,3,2,1,0,0,0
COVASNA,SANZIENI,3,3,0,0,0,0
COVASNA,Sf. Gheorghe,3,3,0,0,0,0
COVASNA,Sfantu Gheorghe,3,3,0,0,0,0
COVASNA,ZABALA,3,3,0,0,0,0
COVASNA,mun. Sfântu Gheorghe,3,3,0,0,0,0
DAMBOVITA,BALENI,3,1,2,0,0,0
DAMBOVITA,BILCIURESTI,3,2,1,0,0,0
DAMBOVITA,CIOCANESTI,3,3,0,0,0,0
DAMBOVITA,COM. BALENI,3,1,1,0,1,0
DAMBOVITA,COM. CREVEDIA,3,3,0,0,0,0
DAMBOVITA,"COM. CREVEDIA,",3,3,0,0,0,0
DAMBOVITA,COM. RAZVAD,3,1,2,0,0,0
DAMBOVITA,COM. VACARESTI,3,1,2,0,0,0
DAMBOVITA,COMUNA BÃRBULEÞU,3,3,0,0,0,0
DAMBOVITA,"COMUNA COMIŞANI, SAT COMIŞANI",3,3,0,0,0,0
DAMBOVITA,COMUNA CORBII MARI,3,3,0,0,0,0
DAMBOVITA,COMUNA DOBRA,3,3,0,0,0,0
DAMBOVITA,COMUNA MANESTI,3,3,0,0,0,0
DAMBOVITA,COMUNA PIETRARI,3,3,0,0,0,0
DAMBOVITA,COMUNA POTLOGI,3,3,0,0,0,0
DAMBOVITA,"COMUNA ŞOTÂNGA, SAT TEIŞ",3,3,0,0,0,0
DAMBOVITA,CONTESTI,3,3,0,0,0,0
DAMBOVITA,DRAGOMIRESTI,3,3,0,0,0,0
DAMBOVITA,FINTA,3,2,1,0,0,0
DAMBOVITA,GLODENI,3,3,0,0,0,0
DAMBOVITA,GURA OCNIÞEI,3,3,0,0,0,0
DAMBOVITA,I.L. CARAGIALE,3,1,2,0,0,0
DAMBOVITA,I.L.CARAGIALE,3,3,0,0,0,0
DAMBOVITA,MALU CU FLORI,3,3,0,0,0,0
DAMBOVITA,ODOBESTI,3,2,0,0,1,0
DAMBOVITA,PRODULESTI,3,3,0,0,0,0
DAMBOVITA,RÃCARI,3,3,0,0,0,0
DAMBOVITA,"RĂZVAD, SAT VALEA VOIEVOZILOR",3,2,1,0,0,0
DAMBOVITA,SLOBOZIA MOARA,3,2,1,0,0,0
DAMBOVITA,"TARGOVISTE,",3,2,1,0,0,0
DAMBOVITA,TARTASESTI,3,2,1,0,0,0
DAMBOVITA,"Targoviste, B-dul Mircea cel Batran, bl.A1, sc.B, et.5, ap.26, judet Dambovita",3,2,1,0,0,0
DAMBOVITA,"TÂRGOVIŞTE,",3,3,0,0,0,0
DAMBOVITA,ULIESTI,3,2,1,0,0,0
DAMBOVITA,VULCANA-BÃI,3,3,0,0,0,0
DAMBOVITA,ŞOTÂNGA,3,3,0,0,0,0
DOLJ,BIRCA,3,3,0,0,0,0
DOLJ,BRATOVOIEŞTI,3,3,0,0,0,0
DOLJ,CALAFAT INCINTA SPITALULUI MUNICIPAL CALAFAT,3,3,0,0,0,0
DOLJ,COM. BUCOVĂŢ,3,3,0,0,0,0
DOLJ,COM. CÂRCEA,3,3,0,0,0,0
DOLJ,COM. MÎRŞANI,3,2,0,1,0,0
DOLJ,COMUNA BECHET,3,2,1,0,0,0
DOLJ,"COMUNA BREASTA, SAT BREASTA",3,3,0,0,0,0
DOLJ,COMUNA BRĂDEŞTI,3,3,0,0,0,0
DOLJ,COMUNA CATANE,3,3,0,0,0,0
DOLJ,COMUNA CĂLĂRAŞI,3,3,0,0,0,0
DOLJ,"COMUNA GHERCEŞTI, SAT GHERCEŞTI",3,3,0,0,0,0
DOLJ,"COMUNA IŞALNIŢA, SAT IŞALNIŢA",3,3,0,0,0,0
DOLJ,"COMUNA OSTROVENI, SAT OSTROVENI",3,3,0,0,0,0
DOLJ,COMUNA POIANA MARE,3,3,0,0,0,0
DOLJ,COMUNA PREDEŞTI,3,3,0,0,0,0
DOLJ,"COMUNA ŞIMNICU DE SUS, SAT DUDOVICEŞTI",3,3,0,0,0,0
DOLJ,FILIASI,3,3,0,0,0,0
DOLJ,GOICEA,3,3,0,0,0,0
DOLJ,MOŢĂŢEI,3,3,0,0,0,0
DOLJ,ORAŞUL FILIAŞI,3,3,0,0,0,0
DOLJ,OSTROVENI,3,3,0,0,0,0
DOLJ,PLENIŢA,3,3,0,0,0,0
DOLJ,SADOVA,3,3,0,0,0,0
DOLJ,SCORNICEŞTI,3,1,2,0,0,0
DOLJ,SEACA DE CÂMP,3,3,0,0,0,0
GALATI,COMUNA IVEŞTI,3,3,0,0,0,0
GALATI,COMUNA MUNTENI SAT MUNTENI,3,3,0,0,0,0
GALATI,COMUNA NICOREŞTI,3,3,0,0,0,0
GALATI,COMUNA VÂNĂTORI,3,3,0,0,0,0
GALATI,PECHEA,3,3,0,0,0,0
GALATI,REDIU,3,3,0,0,0,0
GALATI,SMÂRDAN,3,3,0,0,0,0
GALATI,TULUCEŞTI,3,3,0,0,0,0
GALATI,ŞENDRENI,3,3,0,0,0,0
GIURGIU,BANEASA,3,1,0,2,0,0
GIURGIU,BULBUCATA,3,3,0,0,0,0
GIURGIU,COM. ADUNAŢII COPĂCENI,3,2,1,0,0,0
GIURGIU,COM. COMANA,3,3,0,0,0,0
GIURGIU,COM. SĂBĂRENI,3,2,1,0,0,0
GIURGIU,COM. TOPORU,3,3,0,0,0,0
GIURGIU,CĂLUGĂRENI,3,2,0,0,1,0
GIURGIU,"SAT CHIRIACU, COMUNA IZVOARELE",3,3,0,0,0,0
