priority_rank	priority_score	priority_reason	judet_rank_active	localitate_total_active	categorie	denumire	numar_registru_national	status_normalizat	judet_cheie	localitate_cheie	judet	localitate	adresa	scop_initial	hg_utilitate_publica	data_hg_utilitate_publica	sursa_url
3122	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	FUNDAŢIA MARIE STOPES INTERNATIONAL ROMANIA	4275/B/2012	activa	BUCURESTI	NEPRECIZAT	BUCURESTI		STR. BUCUR, NR. 3A, SECTOR 4				https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3123	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	FUNDAŢIA METROPOLIS ACADEMICA	82/B/2021	activa	BUCURESTI	NEPRECIZAT	BUCURESTI		STR. C.A. ROSETTI NR. 25, ET.6, AP.29, CAMERA 4, SECTO 2	(1) FUNDAȚIA METROPOLIS ACADEMICA este o organizaţie nonprofit, care urmăreşte promovarea și susținerea educației, ¯nvÒțÒrii ║i are ca obiect de activitate:			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3124	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	FUNDAŢIA NABU GLOBAL	102/B/2022	activa	BUCURESTI	NEPRECIZAT	BUCURESTI		ŞOS. PANTELIMON NR.229, BL.69, SC.A, ET.16, AP.91, SECTOR 2	1.1. Scopul Fundației este de a reduce și combate analfabetismul și sÒrÒcia ¯n RomÔnia și de a promova și susține educația copiilor și tinerilor din RomÔnia, prin asigurarea accesului la cÒrți și resurse educaționale care sÒ sprijine depÒșirea tuturor impedimentelor, suferințelor și situațiilor discriminatorii generate de sau asociate cu analfabetismul și/sau sÒrÒcia.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3125	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	FUNDAŢIA NAG	5/B/2023	activa	BUCURESTI	NEPRECIZAT	BUCURESTI		STR. BARBU VĂCĂRESCU, NR. 313-315, BIROUL 1, SECTOR 2	Fundaţia NAG este o instituţie având drept scop PRINCIPAL:			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3126	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	FUNDAŢIA NOSTRI	54/B/2022	activa	BUCURESTI	NEPRECIZAT	BUCURESTI		STR. VIESPARILOR NR. 51, MANSARDĂ, CAMERA 1, SECTOR 2	1. Fundația NOSTRI este constituitÒ ¯n scopul prevenirii, reducerii incidenței, depistÒrii precoce a oricÒrei forme de cancer, reducerii mortalitÒții datorate acestuia, creșterii ratei de vindecare a cancerului și creșterii calitÒții vieții bolnavilor de cancer, precum și a familiilor acestora.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3127	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	FUNDAŢIA PALEOLOGU	16708/B/2014	activa	BUCURESTI	NEPRECIZAT	BUCURESTI		STRADA ARMENEASCĂ, NR. 34, SECTOR 2	Fundaţia are ca scop promovarea și protejarea, precum și valorificarea patrimoniului cultural al României, precum și a personalitÒților ce au reprezentat repere ale culturii romÔne, cu aplecare asupra membrilor familiei Paleologu.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3128	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	FUNDAŢIA PENTRU ARTROSCOPIE ŞI CHIRURGIA GENUNCHIULUI	15952/B/1997	activa	BUCURESTI	NEPRECIZAT	BUCURESTI		STR. TRAIAN NR.146, ET.2, AP.4 SECTOR 2	statut autentificat sub nr.2180/17.06.1997			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3129	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	FUNDAŢIA PENTRU ARTĂ	3174/B/2003	activa	BUCURESTI	NEPRECIZAT	BUCURESTI		STR. POP DE BĂSEŞTI NR. 28, CORP A, ET. 1, AP. 3, SECT. 2, BUCURESTI,	Articolul 6 – Scopul			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3130	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	FUNDAŢIA PENTRU CULTURA ŞI EDUCATIE ARIANA	3138/B/2009	activa	BUCURESTI	NEPRECIZAT	BUCURESTI		BD. BASARABIA NR.86 BL.A 3 SC.A ET.2 AP.6 SECTOR 2	dezvoltarea si perfectionarea invatamantului prescolar din România			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3131	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	FUNDAŢIA PENTRU DEZVOLTAREA SNAGOVULUI	19/B/2023	activa	BUCURESTI	NEPRECIZAT	BUCURESTI		SOS. PIPERA NR. 61, BL.2, SC.2, ET.9, AP.180, SECTOR 2	Fundația s-a constituit cu scopul de a susține și contribui la dezvoltarea comunei Snagov și la creșterea nivelului de trai al locuitorilor săi.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3132	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	FUNDAŢIA PENTRU EXCELENŢĂ ÎN EDUCAŢIE	4307/B/2012	activa	BUCURESTI	NEPRECIZAT	BUCURESTI		CALEA MOŞILOR NR.189, BL.1, SC. A, ET.5, AP.18, SECTOR 2	Scopul (1)Fundaţia este o persoană juridică de drept privat, fără scop lucrativ, constituită cu scopul de a promova excelența in si prin educatie, diversitatea culturală și a valorilor morale, apararea drepturilor si libertatilor omului, in principal a libertatii constiintei si a dreptului la libera exprimare in si prin educatie.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3133	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	FUNDAŢIA PENTRU STIMULAREA CREAŢIEI TEHNICO-ŞTIINŢIFICE	3539/B/2006	activa	BUCURESTI	NEPRECIZAT	BUCURESTI						https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3134	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	FUNDAŢIA PROF. DR. DIMITRIE GEROTA	4343/B/1998	activa	BUCURESTI	NEPRECIZAT	BUCURESTI		BD. FERDINAND I, NR.50 SECTOR 2	statut autentificat sub nr. 183/13.01.1998			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3135	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	FUNDAŢIA SFINX	1191/B/2008	activa	BUCURESTI	NEPRECIZAT	BUCURESTI		STR. CUŢITUL DE ARGINT, NR. 3, ET. 1, CAM. 12, SECTOR 4	de a sprijini talentele romaneşti şi de a impune pe plan mondial spiritualitatea romanească spre beneficiul şi gloria Romaniei.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3136	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	FUNDAŢIA SPERANŢE ÎMPLINITE	5/B/2022	activa	BUCURESTI	NEPRECIZAT	BUCURESTI		STR. VASILE CRISTESCU NR.26, MANSARDĂ, CAMERA 1, SECTOR 2	Membrii fundației doresc înființarea acesteia și au ca principal scop al fundației sprijinirea copiilor și adulților ¯n depistarea, evaluarea și stabilirea programelor de tratamente, terapii adecvate pentru orice tip de boli și afecțiuni, dintre care, cu titlu de exemplu, menționÒm : tulburÒri de spectru autist, retard mintal, probleme digestive și metabolice, diverse dizabilitÒți (de mers, auz, vÒz etc.), cancer, Alzheimer, demențÒ, senilitate. Aceste activități se pot desfÒșura ¯n centre medicale, centre de terapii, cabinete de specialitate ale fundației sau la terți, inclusiv la domiciliul pacienților, fundația avÔnd grijÒ de oferirea de tratament medical și psihologic adecvat acestora, inclusiv prin asigurarea accesului la medicamente și tratamente adjuvante, organizarea de evenimente caritabile ¯n scopul atragerii de venituri și sponsorizÒri pentru ajutorarea bolnavilor, precum și ajutorarea in obtinerea facilitatilor ce le revin de fapt si de drept in mod organizat. Oferirea de sprijin medical, profesional social si educational la persoanele bolnave, precum si acordarea de consiliere si suport atât persoanelor care sufera de aceste boli, cât și aparținÒtorilor, cÔnd este necesar.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3137	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	FUNDAŢIA SUPREMUL CONSILIU FEMININ AL ROMÂNIEI DE RIT SCOŢIAN ANTIC ŞI ACCEPTAT	16731/B/2016	activa	BUCURESTI	NEPRECIZAT	BUCURESTI		STR. MECET NR.21 SECTOR 2.	Scopul Fundaţiei este elevarea Omului şi a Familiei Umane, dezvoltarea personalitatii umane, iar obiectivele sunt de a contribui la mărirea prestigiului şi respectului la care poporul român este îndreptățit, la binele, prosperitatea şi integritatea naţională, apărarea independenţei şi suveranităţii Patriei noastre România, a valorilor democratice, a patrimoniului cultural-naţional în respectul strict al legalităţii şi al ordinii de drept, a patrimoniului umanitarii, prin combaterea ignoranţei, minciunii, intoleranţei, superstiţiilor, promovarea moralei, culturii, ştiinţei, valorii dreptatii, întelepciunii, prin apărarea Adevărului, dezvoltarea spiritului solidarităţii şi respectului cuvântului dat si sprijinului mutual între membri asociatiei şi pentru cei din afara asociaţiei, în toate împrejurările vieţii.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3138	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	FUNDAŢIA SUPREMUL CONSILIU PENTRU ROMÂNIA FONDAT 1881	16733/B/2016	activa	BUCURESTI	NEPRECIZAT	BUCURESTI		STR. MECET NR.21 SECTOR 2	Scopul Fundaţiei este elevarea Omului şi a Familiei Umane, dezvoltarea personalitatii umane, iar obiectivele sunt de a contribui la mărirea prestigiului şi respectului la care poporul român este îndrăptăşit, la binele, prosperitatea şi integritatea naţională, apărarea independenţei şi suveranităţii Patriei noastre România, a valorilor democratice, a patrimoniului cultural-naţional în respectul strict al legalităţii şi al ordinii de drept, a patrimoniului umanitatii, prin combaterea ignoranţei, minciunii, intoleranţei, superstiţiilor, promovarea moralei, culturii, ştiinţei, valorii dreptatii, intelepciunii, prin apărarea Adevărului, dezvoltarea spiritului solidarităţii şi respectului cuvântului dat si sprijinului mutual între membri asociatiei şi pentru cei din afara asociaţiei, în toate împrejurările vieţii.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3139	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	FUNDAŢIA SUSTENABILITĂŢII	16/B/2023	activa	BUCURESTI	NEPRECIZAT	BUCURESTI		STR. RASCOALA DIN 1907, NR. 16, BL. 24, SC. 1, ET. 8, AP. 161, SECTOR 2	Scopul FUNDAȚIEI SUSTENABILITĂȚII este conștientizarea, ¯ntregii societÒți romÔnești cu privire la bebeficiile dezvoltÒrii sustenabile, precum și implementarea cerințelor acesteia ¯n ceea ce privește mediul ¯nconjurÒtor, economic și social, atÔt la nevel local, cÔt și la nivel national. Precum si de a promova și crește rolul pe care industriile creative ¯l au ¯n contextele economic și social din RomÔnia și la nivel european.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3140	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	FUNDAŢIA TANIS	3880/B/2009	activa	BUCURESTI	NEPRECIZAT	BUCURESTI		STR. ŞTEFAN MIHĂILEANU, NR. 10, ET. 2, AP. 3, SECT. 2	Scopul constituirii FUNDATIA TANIS - constă în crearea cadrului organizatoric de acţiune în vederea îndeplinirii unor activităţi pentru :			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3141	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	FUNDAŢIA TERRA FEST	84/B/2023	activa	BUCURESTI	NEPRECIZAT	BUCURESTI		SECTOR 2, STR. TURNUL EIFFEL, NR. 23	Scopul fundației este unul de interes general pentru societatea românească și internaționalÒ și ¯l constituie ¯mbunÒțirea calitÒții vieții, sÒnÒtÒții și menținerea armoniei, prin activitÒți sociale, culturale, educative și caritabile, ¯n vederea dezvoltÒrii sustenabile ¯n relația cu comunitatea, crearea cadrului necesar pentru menținerea egalitÒții de șanse, organizarea de evenimente ce permit culturalizarea, conservarea, dezvoltarea și propagarea valorilor minoritÒților naționale din RomÔnia, precum și inițierea, organizarea, promovarea și susținerea unor programe didactice, educative, culturale, filantropice, care vizeazÒ ¯n mod direct interesele copilului, prin ¯nființarea unor instituții educative de calitate care sÒ formeze personalitatea integralÒ și sÒ pregÒteascÒ viitorul profesional al copiilor și al tinerilor.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3142	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	FUNDAŢIA TRACIA STRĂBUNĂ	114/B/2022	activa	BUCURESTI	NEPRECIZAT	BUCURESTI		STR. MÂNTULEASA NR. 42, ET.3, AP.10, SECTOR 2	1.1,Fundaţia Tracia Străbuna este constituită în scopuri umanitare, caritabile, filantropice, educaţionale, de sănătate, mediu şi culturale, constând în iniţierea şi realizarea de programe sociale, umanitare, comunitare şi dezvoltare durabilă.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3143	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	FUNDAŢIA UMANITARĂ SALVAREA SEMENILOR (HUMANITARY FOUNDATION RESQUE OF FELLOW CREATURE) - JEBHEIE NEYAT	3542/B/2006	activa	BUCURESTI	NEPRECIZAT	BUCURESTI						https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3144	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	"FUNDTIA PENTRU PROMOVAREA SI DEZVOLTAREA RELATIILOR COMERCIALE ROMANIA-ITALIA "" INCONTRO ITALIANO """	3319/B/1996	activa	BUCURESTI	NEPRECIZAT	BUCURESTI		STR. ALEXANDRU CEL BUN NR. 39, SECTOR 2				https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3145	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	"Fundatia ""Micii Campioni"""	80/B/2003	activa	BUCURESTI	NEPRECIZAT	BUCURESTI		STR. STEFAN MIHAILEANU NR. 32, SECTOR 2				https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3146	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	Fundatia ACTIV SPIRIT	790/B/2000	activa	BUCURESTI	NEPRECIZAT	BUCURESTI		SOS. MIHAI BRAVU NR. 186, BL.212, SC. B, ET. 6, AP. 58, SECTOR 2	asigurarea conditiilor de functionare a sistemului de servicii si institutii in care sunt protejati copii aflati in dificultate.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3147	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	Fundatia Andantino	3008/B/2006	activa	BUCURESTI	NEPRECIZAT	BUCURESTI		Bucuresti str. Lacul plopului nr.4 bl.P 63 sc.2 et.1 ap.34 sector 5				https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3148	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	Fundatia Dale Woodward	3877/B/2009	activa	BUCURESTI	NEPRECIZAT	BUCURESTI		STR. SPERANTEI NR.24 ET.2 AP.6 SECTOR 2	promovarea terapiilor alternative si clasice al realizarii de donatii catre alte institutii de profil			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3149	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	Fundatia Entreprenation	3901/B/2002	activa	BUCURESTI	NEPRECIZAT	BUCURESTI		Bucuresti str. Putul lui Zamfir nr.36, et.4, sector 1	STATUT autentificat sub nr.798/05.05.2002			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3150	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	Fundatia Sfantul Nicolae cel Nou 2004	154/B/2004	activa	BUCURESTI	NEPRECIZAT	BUCURESTI		D-NA OLTEA NR.45 SECTOR 2	Scopurile pentru care se constituie fundaţia sunt:			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3151	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	"Fundaţia ""Alpha Generation"""	849/B/2001	activa	BUCURESTI	NEPRECIZAT	BUCURESTI		Bucureşti, str. Spătarului nr. 32, et. 1, ap. 4, sector 2.	4.1 Fundatia este o organizatie fara scop patrimonial si ca persoana juridica de drept privat cu caracter			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3152	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	"Fundaţia ""Vodamed"""	3898/B/2002	activa	BUCURESTI	NEPRECIZAT	BUCURESTI		STR.POIANA CU ALUNI NR.6 BL.17 SC.2 AP.37 SECTOR 2	statut autentificat sub nr. 3950/20.08.2002			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3153	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	Fundaţia Europeană pentru Buna Guvernare şi Prevenirea Coruptiei	14547/B/2011	activa	BUCURESTI	NEPRECIZAT	BUCURESTI		STR. TOAMNEI NR.127 SECTOR 2	Art. 2. - Scopul fundatiei.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3154	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	Fundaţia Pentru o Viaţă Mai Bună	774/B/2001	activa	BUCURESTI	NEPRECIZAT	BUCURESTI		Bucureşti bd. Natiunile Unite nr.5, bl.110 sc.2, ap.43 sector 5 --------------------------------------------------------- Bucureşti str. Agricultori nr.66 ap.1 sector 2	Scopul (obiectivele) FUNDAŢIEI îl constituie:			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3155	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	Fundaţia Romana de Neurologie si Epileptologie - RONEP	4090/B/1998	activa	BUCURESTI	NEPRECIZAT	BUCURESTI		STR. MAIOR IONESCU ATANASE NR.43 SECTOR 2	1. Scopul fundatiei este determinarea structurilor societatii civile, a			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3156	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	Fundaţia Steaua Rugby	17368/B/1998	activa	BUCURESTI	NEPRECIZAT	BUCURESTI		STR. VIESPARILOR NR.12 SECTOR 2	statut autentificat sub nr. 769/07.05.1998			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3157	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	HANDBALUL ROMANESC	947/B/1995	activa	BUCURESTI	NEPRECIZAT	BUCURESTI		STR.13 SEPTEMBRIE NR.119,BL.125,SC.1,AP.22,SECTOR 5	Desfasurarea de programe de sprijinire sub diverse forme a handbalului romanesc in general, al echipei nationale in special.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3158	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	HARVEST	948/B/1995	activa	BUCURESTI	NEPRECIZAT	BUCURESTI		STR.TELITA NR.17A,BL.119C,AP.2,SECTOR 5	Sa colecteze , sa gestioneze si sa distribuie bani si bunuri materiale celor care au nevoie.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3159	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	HOPE ROMANIA	955/B/1995	activa	BUCURESTI	NEPRECIZAT	BUCURESTI		SECTOR 1	Actioneaza exclusiv in scopuri caritabile , educationale sau stiintifice, in concordanta cu legea.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3160	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	HUMANITAS - ROMANIA	777/B/2000	activa	BUCURESTI	NEPRECIZAT	BUCURESTI		PIATA M.KOGALNICEANU NR.1A,SC.C, AP.2, PARTER SECTOR 5	Crearea si promovarea , prin mijloace specifice , a valorilor umane :sociale, academice, educationale si cultural-stiintifice, apropriate poporului roman si natiunilor civilizate ale lumii.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3161	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	IMPACT INTERNATIONAL INC.	812/B/2002	activa	BUCURESTI	NEPRECIZAT	BUCURESTI		STR. PANDELE ROSCA NR.21, SECTOR 5	UMANITAR SI CARITABIL			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3162	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	INSTITUTUL NATIONAL DEMOCRAT ROMANIA	22/B/2002	activa	BUCURESTI	NEPRECIZAT	BUCURESTI		STR.EFORIE NR.8, ET.3, AP.14, SECTOR 5	In scopul intaririi si promovarii democratiei.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
3163	88	judet_prioritar | localitate_dense:4195 | categorie:fundatie	1	4195	fundatie	IOSIF	944/B/1995	activa	BUCURESTI	NEPRECIZAT	BUCURESTI		str.Pomarla nr.5,bl.22,sc.5,et.1,ap.133,sector 4	Sa ajute sufleteste si material oamenii saraci, neajutorati, fara a tine cont de rasa, nationalitate, de ideile lor politice sau religioase.			https://www.just.ro/wp-content/uploads/2026/03/09_03_2026Fundatii.xlsx
